State,Cases,Year
ARIZONA,2747.0,2016
MARYLAND,2.0,2016
MONTANA,7.0,2016
OREGON,4.0,2016
DELAWARE,1.0,2016
NEVADA,5.0,2016
LOUISIANA,4.0,2016
NEW MEXICO,5.0,2016
UTAH,6.0,2016
MICHIGAN,11.0,2016
DELAWARE,1.0,2016
ARKANSAS,1.0,2016
NEVADA,5.0,2016
SOUTH DAKOTA,2.0,2016
NEW HAMPSHIRE,1.0,2016
NEW MEXICO,5.0,2016
WISCONSIN,1.0,2016
MONTANA,7.0,2016
UTAH,6.0,2016
MICHIGAN,12.0,2016
OREGON,4.0,2016
MARYLAND,2.0,2016
ARIZONA,2877.0,2016
OHIO,12.0,2016
LOUISIANA,5.0,2016
S. ATLANTIC,3.0,2016
MINNESOTA,35.0,2016
CALIFORNIA,1024.0,2016
NEBRASKA,7.0,2016
WISCONSIN,1.0,2016
CALIFORNIA,1049.0,2016
OHIO,13.0,2016
MONTANA,7.0,2016
WYOMING,1.0,2016
UTAH,6.0,2016
MINNESOTA,38.0,2016
NORTH DAKOTA,1.0,2016
ARIZONA,2972.0,2016
NEW HAMPSHIRE,1.0,2016
DELAWARE,1.0,2016
MICHIGAN,13.0,2016
NEBRASKA,4.0,2016
ARKANSAS,1.0,2016
MARYLAND,2.0,2016
SOUTH DAKOTA,2.0,2016
OREGON,4.0,2016
S. ATLANTIC,3.0,2016
NEVADA,5.0,2016
LOUISIANA,5.0,2016
NEW MEXICO,5.0,2016
ARKANSAS,1.0,2016
MARYLAND,2.0,2016
NEVADA,5.0,2016
SOUTH DAKOTA,2.0,2016
MONTANA,7.0,2016
CALIFORNIA,1119.0,2016
MICHIGAN,16.0,2016
WYOMING,1.0,2016
DELAWARE,1.0,2016
NEW MEXICO,5.0,2016
NEBRASKA,4.0,2016
S. ATLANTIC,3.0,2016
OREGON,4.0,2016
NORTH DAKOTA,1.0,2016
LOUISIANA,5.0,2016
OHIO,13.0,2016
UTAH,6.0,2016
ARIZONA,3100.0,2016
NEW HAMPSHIRE,1.0,2016
MINNESOTA,40.0,2016
WISCONSIN,1.0,2016
NEBRASKA,4.0,2016
MARYLAND,2.0,2016
WYOMING,1.0,2016
DELAWARE,1.0,2016
SOUTH DAKOTA,2.0,2016
S. ATLANTIC,3.0,2016
MICHIGAN,16.0,2016
NORTH DAKOTA,1.0,2016
WISCONSIN,1.0,2016
CALIFORNIA,1147.0,2016
UTAH,6.0,2016
OHIO,13.0,2016
OREGON,4.0,2016
ARIZONA,3186.0,2016
ARKANSAS,1.0,2016
NEVADA,6.0,2016
NEW HAMPSHIRE,1.0,2016
LOUISIANA,5.0,2016
MONTANA,7.0,2016
MINNESOTA,42.0,2016
NEW MEXICO,5.0,2016
UTAH,6.0,2016
NEW MEXICO,5.0,2016
SOUTH DAKOTA,3.0,2016
OREGON,4.0,2016
S. ATLANTIC,3.0,2016
WISCONSIN,1.0,2016
MARYLAND,2.0,2016
NEBRASKA,5.0,2016
LOUISIANA,5.0,2016
CALIFORNIA,1209.0,2016
MINNESOTA,42.0,2016
NEW HAMPSHIRE,1.0,2016
MONTANA,7.0,2016
ARIZONA,3249.0,2016
DELAWARE,1.0,2016
NORTH DAKOTA,1.0,2016
NEVADA,6.0,2016
WYOMING,1.0,2016
OHIO,13.0,2016
MICHIGAN,16.0,2016
ARKANSAS,1.0,2016
NEBRASKA,5.0,2016
LOUISIANA,5.0,2016
WISCONSIN,1.0,2016
CALIFORNIA,1248.0,2016
MICHIGAN,16.0,2016
NEW MEXICO,5.0,2016
WYOMING,1.0,2016
ARIZONA,3320.0,2016
UTAH,8.0,2016
MONTANA,7.0,2016
NORTH DAKOTA,1.0,2016
S. ATLANTIC,4.0,2016
SOUTH DAKOTA,3.0,2016
NEW HAMPSHIRE,1.0,2016
OHIO,13.0,2016
OREGON,4.0,2016
NEVADA,7.0,2016
MINNESOTA,42.0,2016
MARYLAND,3.0,2016
DELAWARE,1.0,2016
ARKANSAS,1.0,2016
WYOMING,1.0,2016
NEBRASKA,5.0,2016
NORTH DAKOTA,1.0,2016
OREGON,4.0,2016
OHIO,13.0,2016
DELAWARE,1.0,2016
MONTANA,7.0,2016
LOUISIANA,5.0,2016
CALIFORNIA,1308.0,2016
ARIZONA,3412.0,2016
ARKANSAS,1.0,2016
MARYLAND,3.0,2016
UTAH,8.0,2016
SOUTH DAKOTA,3.0,2016
NEVADA,7.0,2016
MICHIGAN,17.0,2016
WISCONSIN,1.0,2016
NEW HAMPSHIRE,1.0,2016
MINNESOTA,42.0,2016
NEW MEXICO,6.0,2016
S. ATLANTIC,4.0,2016
OHIO,13.0,2016
DELAWARE,1.0,2016
NORTH DAKOTA,1.0,2016
NEBRASKA,5.0,2016
MONTANA,7.0,2016
MINNESOTA,45.0,2016
SOUTH DAKOTA,3.0,2016
NEVADA,7.0,2016
MICHIGAN,17.0,2016
S. ATLANTIC,4.0,2016
WISCONSIN,1.0,2016
LOUISIANA,5.0,2016
NEW HAMPSHIRE,1.0,2016
ARIZONA,3561.0,2016
MARYLAND,3.0,2016
ARKANSAS,1.0,2016
OREGON,4.0,2016
CALIFORNIA,1374.0,2016
NEW MEXICO,7.0,2016
UTAH,10.0,2016
WYOMING,1.0,2016
ARKANSAS,1.0,2016
MICHIGAN,17.0,2016
OREGON,4.0,2016
NEBRASKA,5.0,2016
MONTANA,7.0,2016
ARIZONA,3682.0,2016
NEVADA,7.0,2016
WISCONSIN,1.0,2016
MINNESOTA,45.0,2016
NORTH DAKOTA,1.0,2016
SOUTH DAKOTA,3.0,2016
LOUISIANA,7.0,2016
CALIFORNIA,1456.0,2016
UTAH,10.0,2016
DELAWARE,1.0,2016
NEW MEXICO,7.0,2016
NEW HAMPSHIRE,2.0,2016
OHIO,13.0,2016
S. ATLANTIC,4.0,2016
WYOMING,1.0,2016
MARYLAND,3.0,2016
NEW HAMPSHIRE,2.0,2016
NEBRASKA,5.0,2016
DELAWARE,1.0,2016
CALIFORNIA,1534.0,2016
OHIO,13.0,2016
NORTH DAKOTA,2.0,2016
NEW MEXICO,8.0,2016
LOUISIANA,7.0,2016
S. ATLANTIC,4.0,2016
MARYLAND,3.0,2016
UTAH,10.0,2016
NEVADA,7.0,2016
ARKANSAS,1.0,2016
ARIZONA,3789.0,2016
SOUTH DAKOTA,4.0,2016
MICHIGAN,20.0,2016
OREGON,4.0,2016
WYOMING,1.0,2016
WISCONSIN,1.0,2016
MONTANA,7.0,2016
MINNESOTA,48.0,2016
OREGON,4.0,2016
LOUISIANA,7.0,2016
NEW MEXICO,8.0,2016
OHIO,13.0,2016
UTAH,11.0,2016
NEVADA,7.0,2016
MARYLAND,3.0,2016
CALIFORNIA,1594.0,2016
WISCONSIN,1.0,2016
ARIZONA,3899.0,2016
NEW HAMPSHIRE,2.0,2016
SOUTH DAKOTA,4.0,2016
MINNESOTA,50.0,2016
DELAWARE,1.0,2016
WYOMING,1.0,2016
S. ATLANTIC,4.0,2016
MICHIGAN,24.0,2016
MONTANA,7.0,2016
NEBRASKA,5.0,2016
ARKANSAS,1.0,2016
NORTH DAKOTA,2.0,2016
OREGON,5.0,2016
NEW HAMPSHIRE,2.0,2016
WYOMING,1.0,2016
NEBRASKA,4.0,2016
DELAWARE,1.0,2016
OHIO,13.0,2016
NORTH DAKOTA,2.0,2016
MINNESOTA,50.0,2016
MICHIGAN,25.0,2016
UTAH,11.0,2016
NEVADA,7.0,2016
MARYLAND,3.0,2016
LOUISIANA,7.0,2016
SOUTH DAKOTA,4.0,2016
S. ATLANTIC,4.0,2016
CALIFORNIA,1660.0,2016
MONTANA,7.0,2016
ARKANSAS,1.0,2016
WISCONSIN,1.0,2016
ARIZONA,4044.0,2016
NEW MEXICO,11.0,2016
WISCONSIN,1.0,2016
NEVADA,7.0,2016
S. ATLANTIC,4.0,2016
LOUISIANA,7.0,2016
DELAWARE,1.0,2016
MONTANA,7.0,2016
ARKANSAS,1.0,2016
ARIZONA,4083.0,2016
SOUTH DAKOTA,4.0,2016
MARYLAND,3.0,2016
WYOMING,1.0,2016
CALIFORNIA,1729.0,2016
MICHIGAN,25.0,2016
OREGON,5.0,2016
NEBRASKA,4.0,2016
MINNESOTA,50.0,2016
NEW MEXICO,11.0,2016
UTAH,11.0,2016
NEW HAMPSHIRE,2.0,2016
OHIO,13.0,2016
NORTH DAKOTA,2.0,2016
DELAWARE,1.0,2016
ARKANSAS,1.0,2016
NEW HAMPSHIRE,2.0,2016
LOUISIANA,7.0,2016
MINNESOTA,53.0,2016
MONTANA,8.0,2016
MARYLAND,5.0,2016
CALIFORNIA,1803.0,2016
NEBRASKA,4.0,2016
OREGON,6.0,2016
SOUTH DAKOTA,4.0,2016
WISCONSIN,1.0,2016
NEVADA,8.0,2016
NEW MEXICO,12.0,2016
S. ATLANTIC,6.0,2016
UTAH,11.0,2016
MICHIGAN,25.0,2016
ARIZONA,4183.0,2016
OHIO,14.0,2016
WYOMING,1.0,2016
NORTH DAKOTA,2.0,2016
MINNESOTA,54.0,2016
NEVADA,8.0,2016
NEW MEXICO,12.0,2016
WYOMING,1.0,2016
MARYLAND,5.0,2016
CALIFORNIA,1904.0,2016
NEW HAMPSHIRE,2.0,2016
NORTH DAKOTA,4.0,2016
DELAWARE,1.0,2016
OREGON,6.0,2016
UTAH,11.0,2016
MONTANA,8.0,2016
WISCONSIN,1.0,2016
MICHIGAN,26.0,2016
LOUISIANA,7.0,2016
S. ATLANTIC,6.0,2016
ARKANSAS,1.0,2016
ARIZONA,4279.0,2016
SOUTH DAKOTA,4.0,2016
NEBRASKA,4.0,2016
OHIO,14.0,2016
WYOMING,1.0,2016
NEW HAMPSHIRE,2.0,2016
CALIFORNIA,2030.0,2016
NEW MEXICO,13.0,2016
SOUTH DAKOTA,4.0,2016
ARKANSAS,1.0,2016
ARIZONA,4375.0,2016
LOUISIANA,7.0,2016
UTAH,18.0,2016
NEBRASKA,5.0,2016
OREGON,6.0,2016
NORTH DAKOTA,4.0,2016
OHIO,14.0,2016
MONTANA,8.0,2016
MINNESOTA,54.0,2016
MICHIGAN,26.0,2016
S. ATLANTIC,6.0,2016
MARYLAND,5.0,2016
NEVADA,8.0,2016
WISCONSIN,2.0,2016
DELAWARE,1.0,2016
NEVADA,8.0,2016
WISCONSIN,2.0,2016
NEW HAMPSHIRE,2.0,2016
NEBRASKA,5.0,2016
MINNESOTA,54.0,2016
NORTH DAKOTA,4.0,2016
ARIZONA,4479.0,2016
MONTANA,8.0,2016
UTAH,18.0,2016
DELAWARE,1.0,2016
SOUTH DAKOTA,4.0,2016
MICHIGAN,30.0,2016
ARKANSAS,1.0,2016
CALIFORNIA,2120.0,2016
LOUISIANA,7.0,2016
S. ATLANTIC,6.0,2016
WYOMING,1.0,2016
NEW MEXICO,13.0,2016
OREGON,6.0,2016
OHIO,14.0,2016
MARYLAND,5.0,2016
S. ATLANTIC,6.0,2016
LOUISIANA,7.0,2016
SOUTH DAKOTA,4.0,2016
MARYLAND,5.0,2016
NORTH DAKOTA,4.0,2016
ARKANSAS,1.0,2016
DELAWARE,1.0,2016
ARIZONA,4564.0,2016
UTAH,18.0,2016
WISCONSIN,2.0,2016
MICHIGAN,30.0,2016
WYOMING,1.0,2016
CALIFORNIA,2210.0,2016
OREGON,6.0,2016
NEW MEXICO,13.0,2016
NEBRASKA,5.0,2016
MINNESOTA,56.0,2016
OHIO,15.0,2016
NEW HAMPSHIRE,2.0,2016
NEVADA,8.0,2016
MONTANA,8.0,2016
LOUISIANA,7.0,2016
NORTH DAKOTA,4.0,2016
NEVADA,8.0,2016
ARKANSAS,1.0,2016
ARIZONA,4696.0,2016
WISCONSIN,2.0,2016
OREGON,7.0,2016
MICHIGAN,31.0,2016
DELAWARE,1.0,2016
MONTANA,8.0,2016
MINNESOTA,57.0,2016
WYOMING,1.0,2016
SOUTH DAKOTA,4.0,2016
UTAH,18.0,2016
MARYLAND,5.0,2016
NEW HAMPSHIRE,2.0,2016
OHIO,16.0,2016
NEW MEXICO,13.0,2016
CALIFORNIA,2342.0,2016
NEBRASKA,5.0,2016
S. ATLANTIC,6.0,2016
MARYLAND,5.0,2016
NORTH DAKOTA,4.0,2016
MINNESOTA,60.0,2016
ARIZONA,4839.0,2016
DELAWARE,1.0,2016
WISCONSIN,2.0,2016
LOUISIANA,7.0,2016
SOUTH DAKOTA,4.0,2016
ARKANSAS,1.0,2016
OHIO,17.0,2016
NEW HAMPSHIRE,2.0,2016
WYOMING,1.0,2016
NEW MEXICO,13.0,2016
S. ATLANTIC,6.0,2016
CALIFORNIA,2466.0,2016
OREGON,6.0,2016
MONTANA,8.0,2016
NEBRASKA,5.0,2016
MICHIGAN,32.0,2016
UTAH,20.0,2016
NEVADA,8.0,2016
NEVADA,9.0,2016
UTAH,20.0,2016
NEW MEXICO,13.0,2016
MINNESOTA,63.0,2016
ARKANSAS,1.0,2016
ARIZONA,4953.0,2016
LOUISIANA,7.0,2016
CALIFORNIA,2606.0,2016
OHIO,17.0,2016
SOUTH DAKOTA,4.0,2016
NEW HAMPSHIRE,2.0,2016
NORTH DAKOTA,4.0,2016
OREGON,6.0,2016
NEBRASKA,5.0,2016
S. ATLANTIC,8.0,2016
WYOMING,1.0,2016
MARYLAND,6.0,2016
MICHIGAN,32.0,2016
WISCONSIN,7.0,2016
MONTANA,8.0,2016
DELAWARE,2.0,2016
CALIFORNIA,2729.0,2016
NORTH DAKOTA,4.0,2016
DELAWARE,2.0,2016
S. ATLANTIC,8.0,2016
OREGON,7.0,2016
UTAH,24.0,2016
ARIZONA,5117.0,2016
NEW MEXICO,13.0,2016
WISCONSIN,7.0,2016
WYOMING,1.0,2016
MICHIGAN,32.0,2016
NEVADA,9.0,2016
MONTANA,8.0,2016
MINNESOTA,64.0,2016
OHIO,18.0,2016
LOUISIANA,7.0,2016
NEBRASKA,5.0,2016
SOUTH DAKOTA,4.0,2016
ARKANSAS,1.0,2016
MARYLAND,6.0,2016
NEW HAMPSHIRE,2.0,2016
ARKANSAS,1.0,2016
MONTANA,8.0,2016
ARIZONA,5243.0,2016
CALIFORNIA,2863.0,2016
DELAWARE,2.0,2016
WISCONSIN,7.0,2016
NEBRASKA,5.0,2016
OHIO,19.0,2016
LOUISIANA,7.0,2016
NEVADA,9.0,2016
MINNESOTA,64.0,2016
S. ATLANTIC,8.0,2016
UTAH,25.0,2016
SOUTH DAKOTA,4.0,2016
MARYLAND,6.0,2016
NEW MEXICO,13.0,2016
OREGON,7.0,2016
MICHIGAN,32.0,2016
WYOMING,1.0,2016
NORTH DAKOTA,4.0,2016
NEW HAMPSHIRE,2.0,2016
WISCONSIN,7.0,2016
DELAWARE,2.0,2016
ARKANSAS,1.0,2016
NEW HAMPSHIRE,2.0,2016
NEVADA,10.0,2016
ARIZONA,5381.0,2016
MICHIGAN,32.0,2016
MARYLAND,6.0,2016
NORTH DAKOTA,4.0,2016
WYOMING,1.0,2016
OHIO,19.0,2016
NEBRASKA,5.0,2016
MINNESOTA,64.0,2016
CALIFORNIA,3080.0,2016
NEW MEXICO,14.0,2016
S. ATLANTIC,8.0,2016
LOUISIANA,7.0,2016
UTAH,25.0,2016
MONTANA,10.0,2016
SOUTH DAKOTA,4.0,2016
OREGON,7.0,2016
MARYLAND,6.0,2016
WYOMING,1.0,2016
UTAH,26.0,2016
MONTANA,10.0,2016
LOUISIANA,7.0,2016
ARKANSAS,1.0,2016
OHIO,19.0,2016
MICHIGAN,32.0,2016
NEBRASKA,5.0,2016
CALIFORNIA,3186.0,2016
NORTH DAKOTA,4.0,2016
NEVADA,10.0,2016
NEW HAMPSHIRE,3.0,2016
MINNESOTA,66.0,2016
SOUTH DAKOTA,4.0,2016
S. ATLANTIC,8.0,2016
ARIZONA,5460.0,2016
DELAWARE,2.0,2016
NEW MEXICO,14.0,2016
OREGON,8.0,2016
WISCONSIN,7.0,2016
NEW HAMPSHIRE,3.0,2016
ARKANSAS,1.0,2016
OREGON,9.0,2016
MICHIGAN,35.0,2016
ARIZONA,5638.0,2016
NEVADA,10.0,2016
MARYLAND,6.0,2016
UTAH,28.0,2016
SOUTH DAKOTA,4.0,2016
S. ATLANTIC,8.0,2016
CALIFORNIA,3388.0,2016
NEBRASKA,5.0,2016
LOUISIANA,7.0,2016
WISCONSIN,7.0,2016
WYOMING,1.0,2016
MISSOURI,18.0,2016
MONTANA,10.0,2016
NEW MEXICO,14.0,2016
NORTH DAKOTA,4.0,2016
DELAWARE,2.0,2016
OHIO,20.0,2016
MINNESOTA,66.0,2016
ARKANSAS,1.0,2016
MINNESOTA,67.0,2016
OREGON,8.0,2016
NEW MEXICO,15.0,2016
SOUTH DAKOTA,4.0,2016
CALIFORNIA,3628.0,2016
MISSOURI,18.0,2016
WISCONSIN,7.0,2016
MONTANA,10.0,2016
NEBRASKA,5.0,2016
NORTH DAKOTA,4.0,2016
MICHIGAN,35.0,2016
WYOMING,1.0,2016
UTAH,29.0,2016
ARIZONA,5798.0,2016
DELAWARE,2.0,2016
LOUISIANA,7.0,2016
OHIO,20.0,2016
S. ATLANTIC,8.0,2016
NEW HAMPSHIRE,3.0,2016
NEVADA,11.0,2016
MARYLAND,6.0,2016
OHIO,21.0,2016
LOUISIANA,7.0,2016
NEW HAMPSHIRE,3.0,2016
DELAWARE,2.0,2016
NORTH DAKOTA,4.0,2016
SOUTH DAKOTA,4.0,2016
MISSOURI,18.0,2016
S. ATLANTIC,8.0,2016
NEBRASKA,5.0,2016
ARIZONA,5936.0,2016
OREGON,10.0,2016
NEW MEXICO,15.0,2016
RHODE ISLAND,1.0,2016
UTAH,30.0,2016
WISCONSIN,7.0,2016
MARYLAND,6.0,2016
MINNESOTA,69.0,2016
NEVADA,11.0,2016
MONTANA,10.0,2016
ARKANSAS,1.0,2016
CALIFORNIA,3767.0,2016
WYOMING,1.0,2016
MICHIGAN,34.0,2016
SOUTH DAKOTA,4.0,2016
WISCONSIN,7.0,2016
RHODE ISLAND,1.0,2016
MISSOURI,18.0,2016
WYOMING,1.0,2016
MONTANA,10.0,2016
NEBRASKA,5.0,2016
ARKANSAS,1.0,2016
NEW HAMPSHIRE,3.0,2016
NEW MEXICO,16.0,2016
LOUISIANA,7.0,2016
OHIO,21.0,2016
MARYLAND,6.0,2016
CALIFORNIA,3773.0,2016
ARIZONA,6049.0,2016
OREGON,10.0,2016
DELAWARE,2.0,2016
MICHIGAN,34.0,2016
MINNESOTA,70.0,2016
S. ATLANTIC,8.0,2016
UTAH,33.0,2016
NEVADA,11.0,2016
NORTH DAKOTA,4.0,2016
S. ATLANTIC,8.0,2016
WISCONSIN,7.0,2016
OHIO,21.0,2016
MICHIGAN,34.0,2016
WYOMING,1.0,2016
UTAH,34.0,2016
NEBRASKA,5.0,2016
RHODE ISLAND,1.0,2016
MARYLAND,6.0,2016
MONTANA,10.0,2016
LOUISIANA,7.0,2016
SOUTH DAKOTA,4.0,2016
OREGON,9.0,2016
MINNESOTA,70.0,2016
CALIFORNIA,3911.0,2016
NORTH DAKOTA,4.0,2016
ARIZONA,6164.0,2016
ARKANSAS,1.0,2016
DELAWARE,2.0,2016
NEW MEXICO,16.0,2016
NEVADA,11.0,2016
NEW HAMPSHIRE,3.0,2016
MISSOURI,18.0,2016
MARYLAND,4.0,2017
KENTUCKY,2.0,2017
OREGON,4.0,2017
CALIFORNIA,1721.0,2017
MONTANA,6.0,2017
WYOMING,2.0,2017
ARIZONA,2973.0,2017
NEW HAMPSHIRE,1.0,2017
OHIO,2.0,2017
ARIZONA,140.0,2017
CALIFORNIA,6.0,2017
OREGON,1.0,2017
CALIFORNIA,15.0,2017
ARIZONA,183.0,2017
OHIO,2.0,2017
MONTANA,1.0,2017
CALIFORNIA,50.0,2017
OHIO,2.0,2017
OREGON,1.0,2017
MONTANA,1.0,2017
ARIZONA,402.0,2017
CALIFORNIA,108.0,2017
MONTANA,1.0,2017
OREGON,1.0,2017
OHIO,2.0,2017
ARIZONA,554.0,2017
CALIFORNIA,148.0,2017
OHIO,3.0,2017
MONTANA,1.0,2017
OREGON,1.0,2017
NEBRASKA,1.0,2017
ARIZONA,622.0,2017
OHIO,3.0,2017
NEBRASKA,1.0,2017
CALIFORNIA,192.0,2017
OREGON,2.0,2017
MONTANA,1.0,2017
ARIZONA,745.0,2017
ARIZONA,824.0,2017
OHIO,3.0,2017
NEBRASKA,1.0,2017
CALIFORNIA,231.0,2017
OREGON,2.0,2017
MONTANA,2.0,2017
NEVADA,11.0,2017
MONTANA,2.0,2017
OHIO,5.0,2017
MICHIGAN,3.0,2017
NEBRASKA,1.0,2017
OREGON,4.0,2017
ARIZONA,940.0,2017
CALIFORNIA,262.0,2017
MICHIGAN,4.0,2017
OREGON,3.0,2017
OHIO,5.0,2017
ARIZONA,1049.0,2017
MONTANA,2.0,2017
NEVADA,11.0,2017
CALIFORNIA,336.0,2017
NEBRASKA,1.0,2017
OREGON,3.0,2017
OHIO,5.0,2017
NEBRASKA,1.0,2017
MICHIGAN,4.0,2017
MONTANA,2.0,2017
CALIFORNIA,368.0,2017
UTAH,4.0,2017
ARIZONA,1179.0,2017
NEVADA,12.0,2017
MICHIGAN,4.0,2017
CALIFORNIA,368.0,2017
OREGON,3.0,2017
MONTANA,2.0,2017
NEVADA,17.0,2017
MISSOURI,2.0,2017
ARKANSAS,1.0,2017
NEBRASKA,1.0,2017
OHIO,5.0,2017
ARIZONA,1179.0,2017
UTAH,5.0,2017
OREGON,3.0,2017
KENTUCKY,1.0,2017
OHIO,5.0,2017
CALIFORNIA,466.0,2017
ARIZONA,1330.0,2017
MISSOURI,2.0,2017
MICHIGAN,4.0,2017
MONTANA,2.0,2017
S. ATLANTIC,1.0,2017
MARYLAND,1.0,2017
UTAH,5.0,2017
NEBRASKA,2.0,2017
NEVADA,26.0,2017
ARKANSAS,1.0,2017
NEBRASKA,2.0,2017
MISSOURI,3.0,2017
CALIFORNIA,500.0,2017
UTAH,5.0,2017
OHIO,5.0,2017
ARKANSAS,1.0,2017
MICHIGAN,4.0,2017
OREGON,3.0,2017
ARIZONA,1422.0,2017
MONTANA,2.0,2017
S. ATLANTIC,1.0,2017
KENTUCKY,1.0,2017
NEVADA,27.0,2017
MARYLAND,1.0,2017
NEVADA,34.0,2017
MISSOURI,4.0,2017
ARIZONA,1508.0,2017
NORTH DAKOTA,1.0,2017
CALIFORNIA,571.0,2017
MICHIGAN,5.0,2017
MONTANA,2.0,2017
S. ATLANTIC,1.0,2017
KENTUCKY,1.0,2017
OHIO,5.0,2017
UTAH,7.0,2017
OREGON,3.0,2017
MARYLAND,1.0,2017
ARKANSAS,1.0,2017
NEBRASKA,2.0,2017
LOUISIANA,1.0,2017
MISSOURI,5.0,2017
OHIO,5.0,2017
ARKANSAS,1.0,2017
NEVADA,38.0,2017
UTAH,7.0,2017
MARYLAND,3.0,2017
CALIFORNIA,640.0,2017
MONTANA,2.0,2017
OREGON,3.0,2017
NORTH DAKOTA,1.0,2017
KENTUCKY,1.0,2017
MICHIGAN,5.0,2017
NEBRASKA,2.0,2017
ARIZONA,1599.0,2017
S. ATLANTIC,3.0,2017
MARYLAND,3.0,2017
KENTUCKY,1.0,2017
MISSOURI,7.0,2017
NEVADA,38.0,2017
MONTANA,2.0,2017
NEBRASKA,2.0,2017
ARIZONA,1677.0,2017
LOUISIANA,1.0,2017
OREGON,3.0,2017
OHIO,6.0,2017
MICHIGAN,5.0,2017
NORTH DAKOTA,1.0,2017
S. ATLANTIC,3.0,2017
CALIFORNIA,714.0,2017
ARKANSAS,1.0,2017
UTAH,8.0,2017
MISSOURI,7.0,2017
UTAH,13.0,2017
ARKANSAS,1.0,2017
OHIO,6.0,2017
NEW HAMPSHIRE,1.0,2017
NORTH DAKOTA,1.0,2017
LOUISIANA,1.0,2017
MARYLAND,3.0,2017
CALIFORNIA,807.0,2017
NEVADA,40.0,2017
KENTUCKY,1.0,2017
OREGON,3.0,2017
NEBRASKA,2.0,2017
MONTANA,2.0,2017
ARIZONA,1832.0,2017
MICHIGAN,6.0,2017
S. ATLANTIC,3.0,2017
KENTUCKY,1.0,2017
NEW HAMPSHIRE,1.0,2017
NEBRASKA,3.0,2017
ARKANSAS,1.0,2017
OREGON,3.0,2017
LOUISIANA,1.0,2017
NORTH DAKOTA,1.0,2017
OHIO,6.0,2017
MONTANA,2.0,2017
MARYLAND,3.0,2017
UTAH,14.0,2017
ARIZONA,1952.0,2017
S. ATLANTIC,3.0,2017
MISSOURI,7.0,2017
MICHIGAN,6.0,2017
NEVADA,41.0,2017
CALIFORNIA,878.0,2017
NORTH DAKOTA,1.0,2017
S. ATLANTIC,3.0,2017
OHIO,6.0,2017
ARKANSAS,1.0,2017
MICHIGAN,7.0,2017
NEW HAMPSHIRE,1.0,2017
LOUISIANA,1.0,2017
UTAH,15.0,2017
OREGON,3.0,2017
MISSOURI,7.0,2017
ARIZONA,2069.0,2017
NEBRASKA,3.0,2017
MARYLAND,3.0,2017
NEVADA,41.0,2017
CALIFORNIA,933.0,2017
KENTUCKY,1.0,2017
MONTANA,2.0,2017
LOUISIANA,1.0,2017
ARIZONA,2157.0,2017
NEW HAMPSHIRE,1.0,2017
NEBRASKA,4.0,2017
MONTANA,6.0,2017
NORTH DAKOTA,1.0,2017
ARKANSAS,1.0,2017
UTAH,17.0,2017
CALIFORNIA,1014.0,2017
MICHIGAN,7.0,2017
MARYLAND,3.0,2017
KENTUCKY,2.0,2017
OHIO,6.0,2017
MISSOURI,7.0,2017
S. ATLANTIC,3.0,2017
NEVADA,43.0,2017
OREGON,3.0,2017
UTAH,28.0,2017
MISSOURI,7.0,2017
NORTH DAKOTA,3.0,2017
NEBRASKA,5.0,2017
LOUISIANA,1.0,2017
ARKANSAS,1.0,2017
NEVADA,60.0,2017
S. ATLANTIC,4.0,2017
MICHIGAN,10.0,2017
NEW MEXICO,3.0,2017
OHIO,10.0,2017
OHIO,10.0,2017
NEW MEXICO,3.0,2017
UTAH,28.0,2017
MICHIGAN,10.0,2017
MISSOURI,8.0,2017
UTAH,17.0,2017
MONTANA,6.0,2017
KENTUCKY,2.0,2017
NORTH DAKOTA,3.0,2017
MARYLAND,4.0,2017
NORTH DAKOTA,1.0,2017
MICHIGAN,9.0,2017
OREGON,3.0,2017
S. ATLANTIC,3.0,2017
ARKANSAS,1.0,2017
MARYLAND,3.0,2017
KENTUCKY,2.0,2017
MISSOURI,7.0,2017
OHIO,6.0,2017
CALIFORNIA,1104.0,2017
ARIZONA,2258.0,2017
LOUISIANA,1.0,2017
NEW HAMPSHIRE,1.0,2017
NEBRASKA,4.0,2017
NEVADA,43.0,2017
MARYLAND,3.0,2017
MISSOURI,7.0,2017
ARIZONA,2350.0,2017
OHIO,6.0,2017
OREGON,3.0,2017
ARKANSAS,1.0,2017
NORTH DAKOTA,1.0,2017
NEVADA,43.0,2017
MONTANA,6.0,2017
NEW HAMPSHIRE,1.0,2017
KENTUCKY,2.0,2017
CALIFORNIA,1165.0,2017
LOUISIANA,1.0,2017
UTAH,19.0,2017
NEBRASKA,4.0,2017
MICHIGAN,9.0,2017
S. ATLANTIC,3.0,2017
NEBRASKA,4.0,2017
OREGON,3.0,2017
S. ATLANTIC,3.0,2017
NEW MEXICO,1.0,2017
LOUISIANA,1.0,2017
MONTANA,6.0,2017
CALIFORNIA,1245.0,2017
OHIO,6.0,2017
UTAH,19.0,2017
MISSOURI,7.0,2017
NEVADA,43.0,2017
MARYLAND,3.0,2017
ARIZONA,2441.0,2017
MICHIGAN,9.0,2017
NEW HAMPSHIRE,1.0,2017
KENTUCKY,2.0,2017
NORTH DAKOTA,2.0,2017
ARKANSAS,1.0,2017
KENTUCKY,2.0,2017
UTAH,23.0,2017
NEW HAMPSHIRE,1.0,2017
LOUISIANA,1.0,2017
OHIO,6.0,2017
